TCS #, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,Peak_Hr_Vehicle_Volume,Peak_Hr_Pedestrian_Volume,Year,Day
227, QUEENS PARK , QUEENS PARK CRES W ,12/28/1973,43.66605945,-79.39317763,11-10-2016,18591,4063,2016,Thursday
228, LAKE SHORE BLVD W , ELLIS AVE ,04/15/1957,43.6362217,-79.465271,10-04-2016,34804,176,2016,Tuesday
229, LAKE SHORE BLVD W , WINDERMERE AVE ,12/04/1955,43.635079,-79.468076,10-04-2016,37009,263,2016,Tuesday
230, LAKE SHORE BLVD W , PARK LAWN RD ,01/31/1958,43.62300547,-79.48114336,10-06-2016,18994,1636,2016,Thursday
231, LAKE SHORE BLVD W , SUPERIOR AVE ,01/31/1958,43.6149403,-79.488612,11-25-2015,8705,2785,2015,Wednesday
232, LAKE SHORE BLVD W , MIMICO AVE ,01/31/1958,43.613712,-79.489287,11-25-2015,7610,2022,2015,Wednesday
233, LAKE SHORE BLVD W , ROYAL YORK RD ,01/01/1960,43.6036287,-79.493109,06-11-2016,7179,400,2016,Saturday
234, LAKE SHORE BLVD W , THIRD ST ,01/31/1958,43.6017233,-79.500725,11-12-2015,7960,1409,2015,Thursday
235, JANE ST , 400 S JANE ST RAMP ,06/07/1981,43.71104078,-79.50596988,06-16-2011,26623,186,2011,Thursday
236, LAKE SHORE BLVD W , TENTH ST ,01/31/1958,43.6000063,-79.508604,02-19-2014,7847,1503,2014,Wednesday
237, LAKE SHORE BLVD W , KIPLING AVE ,01/01/1957,43.5981581,-79.516936,05-14-2016,16881,1076,2016,Saturday
238, LAKE SHORE BLVD W , TWENTY SECOND ST ,01/31/1958,43.5972121,-79.521281,01-29-2014,15944,2967,2014,Wednesday
239, LAKE SHORE BLVD W , THIRTIETH ST ,01/31/1958,43.5953296,-79.5296733,02-18-2014,11260,638,2014,Tuesday
240, LAKE SHORE BLVD W , LONG BRANCH AVE ,01/31/1958,43.5943391,-79.533932,04-25-2016,11202,786,2016,Monday
241, LAKE SHORE BLVD W , THIRTY SEVENTH ST ,01/31/1958,43.593382,-79.538092,11-12-2015,13675,1763,2015,Thursday
242, LAKE SHORE BLVD W , BROWNS LINE ,02/23/1960,43.59235474,-79.54258472,06-11-2016,12072,987,2016,Saturday
243, LAKE SHORE BLVD W , BROW DR ,01/31/1958,43.59168648,-79.54382122,11-12-2015,10946,280,2015,Thursday
244, PARLIAMENT ST , FRONT ST E ,11/17/1948,43.6515514,-79.362731,11-08-2011,14319,1680,2011,Tuesday
245, KING ST E , PARLIAMENT ST ,11/17/1948,43.6527207,-79.363216,08-13-2013,10781,2650,2013,Tuesday
246, QUEEN ST E , PARLIAMENT ST ,08/15/1982,43.6556093,-79.364434,07-28-2009,10563,4769,2009,Tuesday
247, PARLIAMENT ST , SHUTER ST ,05/11/1953,43.6569464,-79.364973,07-29-2009,8907,2584,2009,Wednesday
248, DUNDAS ST E , PARLIAMENT ST ,04/07/1939,43.6594438,-79.365987,04-18-2015,11666,6698,2015,Saturday
249, PARLIAMENT ST , GERRARD ST E ,11/17/1948,43.6619557,-79.367007,05-26-2011,13840,4702,2011,Thursday
250, PARLIAMENT ST , CARLTON ST ,10/22/1948,43.6642686,-79.367958,01-21-2017,8226,7385,2017,Saturday
251, PARLIAMENT ST , WELLESLEY ST E ,06/09/1950,43.668161,-79.369537,08-10-2013,12878,4674,2013,Saturday
252, BLOOR ST E , PARLIAMENT ST ,03/01/1951,43.672016,-79.370764,04-22-2017,17264,481,2017,Saturday
253, SHERBOURNE ST , FRONT ST E ,11/18/1948,43.650382,-79.367892,08-05-2009,13597,4256,2009,Wednesday
254, KING ST E , SHERBOURNE ST ,11/22/1948,43.6512817,-79.368252,08-10-2010,10293,4473,2010,Tuesday
255, SHERBOURNE ST , ADELAIDE ST E ,03/21/1962,43.6521492,-79.368634,12-02-2015,11996,5275,2015,Wednesday
256, SHERBOURNE ST , RICHMOND ST E ,03/16/1962,43.6533796,-79.369114,12-02-2015,14364,5606,2015,Wednesday
257, QUEEN ST E , SHERBOURNE ST ,09/17/1928,43.6545313,-79.36944,07-12-2012,11522,4268,2012,Thursday
258, DUNDAS ST E , SHERBOURNE ST ,12/21/1927,43.6583038,-79.371,04-13-2015,11697,5541,2015,Monday
259, SHERBOURNE ST , GERRARD ST E ,10/20/1948,43.661228,-79.372218,11-19-2009,15254,2040,2009,Thursday
260, SHERBOURNE ST , CARLTON ST ,07/13/1941,43.6631965,-79.373038,01-21-2017,8143,4328,2017,Saturday
261, SHERBOURNE ST , WELLESLEY ST E ,10/19/1948,43.6670664,-79.374656,09-04-2012,13302,4262,2012,Tuesday
262, BLOOR ST E , SHERBOURNE ST ,09/08/1928,43.6723174,-79.376838,04-22-2017,15339,6308,2017,Saturday
263, FRONT ST W , SIMCOE ST ,05/13/1960,43.6447547,-79.384981,06-16-2015,11290,31351,2015,Tuesday
264, SIMCOE ST , WELLINGTON ST W ,05/13/1960,43.6460929,-79.385564,02-02-2017,9034,17868,2017,Thursday
265, DUNDAS ST W , MC CAUL ST ,02/12/1952,43.654313,-79.391437,04-13-2015,10100,11071,2015,Monday
266, DUNDAS ST W , BEVERLEY ST ,09/30/1948,43.6538104,-79.393832,03-28-2013,11610,4911,2013,Thursday
267, RICHMOND ST W , DUNCAN ST ,12/14/1965,43.6495146,-79.389134,07-11-2012,8831,5417,2012,Wednesday
268, RICHMOND ST W , PETER ST ,12/14/1965,43.6484258,-79.393259,08-18-2015,9004,7477,2015,Tuesday
269, RICHMOND ST W , JOHN ST ,11/26/1963,43.6491527,-79.390765,06-13-2017,8435,14291,2017,Tuesday
270, ADELAIDE ST W , PETER ST ,12/11/1963,43.6473011,-79.392799,08-18-2015,10387,9463,2015,Tuesday
271, BLOOR ST W , ST GEORGE ST ,07/31/1928,43.6675098,-79.399815,01-11-2018,12249,20185,2018,Thursday
272, SPADINA AVE , FRONT ST W ,12/29/1943,43.6427079,-79.393895,09-17-2016,19268,4619,2016,Saturday
273, SPADINA AVE , KING ST W ,06/14/1928,43.6454505,-79.395002,09-17-2016,17090,14705,2016,Saturday
274, SPADINA AVE , ADELAIDE ST W ,12/06/1941,43.6467218,-79.395533,09-17-2016,16256,7818,2016,Saturday
275, SPADINA AVE , RICHMOND ST W ,12/14/1961,43.6479018,-79.396023,09-17-2016,14558,9693,2016,Saturday
276, SPADINA AVE , QUEEN ST W ,06/15/1927,43.6487315,-79.396364,09-17-2016,15709,19460,2016,Saturday
277, SPADINA AVE , DUNDAS ST W ,09/09/1929,43.6529371,-79.398015,04-11-2015,11107,26960,2015,Saturday
278, SPADINA AVE , NASSAU ST ,05/31/1952,43.655859,-79.399205,08-22-2012,6586,7440,2012,Wednesday
279, SPADINA AVE , COLLEGE ST ,06/28/1928,43.6579399,-79.400059,01-14-2017,14353,10810,2017,Saturday
280, SPADINA AVE , HARBORD ST ,03/12/1948,43.6630646,-79.402104,02-07-2012,17579,7679,2012,Tuesday
281, BLOOR ST W , SPADINA AVE ,07/23/1928,43.6666551,-79.403803,01-24-2018,16003,16470,2018,Wednesday
282, BAYVIEW AVE , ROSEDALE VALLEY RD ,09/27/1961,43.6702347,-79.360193,10-07-2013,17633,3,2013,Monday
283, DUNDAS ST E , COXWELL AVE ,08/28/1953,43.6686596,-79.3175222,04-13-2015,11544,1007,2015,Monday
284, DUNDAS ST E , WOODFIELD RD ,05/30/1955,43.6678271,-79.322316,04-02-2015,8142,834,2015,Thursday
285, DUNDAS ST E , GREENWOOD AVE ,06/22/1954,43.6675767,-79.326601,04-13-2015,11219,1168,2015,Monday
286, DUNDAS ST E , LESLIE ST ,01/02/1956,43.6667337,-79.331711,04-22-2013,7585,992,2013,Monday
287, DUNDAS ST E , JONES AVE ,08/23/1954,43.6661633,-79.334282,04-02-2015,12020,1377,2015,Thursday
288, DUNDAS ST E , PAPE AVE ,05/30/1955,43.665391,-79.339234,04-02-2015,10320,1072,2015,Thursday
289, DUNDAS ST E , CARLAW AVE ,01/17/1955,43.6648245,-79.341597,04-13-2015,13161,1241,2015,Monday
290, DUNDAS ST E , LOGAN AVE ,10/26/1955,43.663931,-79.343869,04-07-2015,9975,821,2015,Tuesday
291, DUNDAS ST E , BOULTON AVE ,08/26/1958,43.6631849,-79.348202,04-02-2015,9276,1155,2015,Thursday
292, BROADVIEW AVE , DUNDAS ST E ,10/14/1948,43.6624456,-79.351357,04-13-2015,11422,2259,2015,Monday
293, DUNDAS ST E , RIVER ST ,03/13/1953,43.6611902,-79.358131,04-14-2015,14073,1407,2015,Tuesday
294, DANFORTH AVE , BROADVIEW AVE ,07/16/1928,43.6761964,-79.358828,11-29-2017,19400,12023,2017,Wednesday
295, BLOOR ST E , CASTLE FRANK RD ,12/12/1952,43.6738355,-79.36812,04-22-2017,16611,1040,2017,Saturday
296, BATHURST ST , QUEEN ST W ,06/15/1928,43.6471973,-79.403991,09-17-2016,14588,10895,2016,Saturday
297, BATHURST ST , FRONT ST W ,10/27/1950,43.640732,-79.401378,09-17-2016,12726,830,2016,Saturday
298, BATHURST ST , RICHMOND ST W ,03/10/1961,43.646453,-79.403717,08-18-2015,11748,3918,2015,Tuesday
299, LAKE SHORE BLVD W , FLEET ST ,02/07/1957,43.6357092,-79.403524,05-26-2011,20230,132,2011,Thursday
300, COLLEGE ST , BATHURST ST ,01/31/1928,43.656469,-79.407705,04-11-2015,14329,8776,2015,Saturday
301, EASTERN AVE , COXWELL AVE ,12/14/1955,43.6655045,-79.316201,05-09-2016,12217,533,2016,Monday
302, EASTERN AVE , LESLIE ST ,06/29/1950,43.6615598,-79.329482,06-11-2016,12068,1535,2016,Saturday
303, BATHURST ST , HARBORD ST ,03/09/1929,43.6615152,-79.409748,04-18-2015,15337,3012,2015,Saturday
304, BATHURST ST , BARTON AVE ,12/13/1957,43.6681481,-79.412374,06-10-2014,19364,2617,2014,Tuesday
305, BATHURST ST , DUPONT ST ,03/06/1939,43.67314,-79.414344,04-11-2015,20173,1975,2015,Saturday
306, BATHURST ST , NINA ST ,05/10/1949,43.6798123,-79.41699,04-01-2015,17065,840,2015,Wednesday
307, BATHURST ST , LONSDALE RD ,01/01/1955,43.687185,-79.419939,04-07-2015,17157,508,2015,Tuesday
308, BATHURST ST , BURTON RD ,04/03/1960,43.6919174,-79.421873,04-01-2015,19676,345,2015,Wednesday
309, BATHURST ST , ROSELAWN AVE ,01/01/1967,43.7052047,-79.426346,10-22-2012,17781,782,2012,Monday
310, BATHURST ST , BRIAR HILL AVE ,01/01/1967,43.7079008,-79.427022,04-01-2015,20567,572,2015,Wednesday
311, BATHURST ST , VIEWMOUNT AVE ,06/09/1962,43.710496,-79.427686,03-31-2015,18617,924,2015,Tuesday
312, BATHURST ST , GLENCAIRN AVE ,01/10/1956,43.7123271,-79.428131,04-11-2015,15498,1482,2015,Saturday
313, BATHURST ST , SHELBOURNE AVE ,10/22/1962,43.7159806,-79.428973,03-31-2015,19333,1139,2015,Tuesday
314, BATHURST ST , SARANAC BLVD ,09/18/1961,43.7230833,-79.430627,03-31-2015,17368,687,2015,Tuesday
315, BATHURST ST , PRINCE CHARLES DR ,01/31/1958,43.7249548,-79.431053,04-26-2012,17900,396,2012,Thursday
316, BATHURST ST , RANEE AVE ,04/08/1970,43.7269581,-79.431513,04-11-2015,12621,666,2015,Saturday
317, BATHURST ST , NEPTUNE DR ,01/31/1958,43.731534,-79.432603,02-26-2015,18391,991,2015,Thursday
318, BATHURST ST , JOICEY BLVD ,01/01/1959,43.7339965,-79.433194,02-28-2018,19525,1340,2018,Wednesday
319, SHERBOURNE ST , SHUTER ST ,10/11/1953,43.6561711,-79.370091,07-21-2009,9862,3786,2009,Tuesday
320, BATHURST ST , WILSON AVE ,09/14/1956,43.7373609,-79.434006,03-28-2015,25136,6296,2015,Saturday
321, BLOOR ST W , BATHURST ST ,04/07/1928,43.665132,-79.411205,01-10-2018,17508,12167,2018,Wednesday
322, BLOOR ST W , CHRISTIE ST ,11/14/1955,43.6634604,-79.418837,01-10-2018,9761,5757,2018,Wednesday
323, BLOOR ST W , SHAW ST ,12/09/1929,43.6625011,-79.4232537,01-10-2018,8690,2426,2018,Wednesday
324, BLOOR ST W , DOVERCOURT RD ,06/28/1928,43.661163,-79.4294309,05-05-2010,14725,2966,2010,Wednesday
325, DUFFERIN ST , BLOOR ST W ,09/09/1929,43.6598765,-79.435333,06-11-2016,20038,12277,2016,Saturday
326, BLOOR ST W , LANSDOWNE AVE ,06/29/1928,43.6583465,-79.442714,05-18-2010,17274,3872,2010,Tuesday
327, DUNDAS ST W , BLOOR ST W ,03/07/1928,43.6563079,-79.452406,04-11-2015,19755,5303,2015,Saturday
328, BLOOR ST W , KEELE ST ,02/08/1928,43.6546856,-79.459966,01-12-2017,24538,3018,2017,Thursday
329, BLOOR ST W , HIGH PARK AVE ,07/14/1941,43.6535154,-79.465232,01-12-2017,13028,1996,2017,Thursday
330, BLOOR ST W , CLENDENAN AVE ,12/12/1952,43.6525024,-79.470007,01-12-2017,12170,1826,2017,Thursday
331, BLOOR ST W , RUNNYMEDE RD ,08/31/1929,43.6511478,-79.476227,01-12-2017,14213,11632,2017,Thursday
332, BLOOR ST W , WINDERMERE AVE ,09/14/1952,43.6502634,-79.4804017,01-19-2017,13640,5135,2017,Thursday
333, BLOOR ST W , JANE ST ,09/12/1948,43.6493312,-79.484452,01-12-2017,17570,3485,2017,Thursday
334, BLOOR ST W , SOUTH KINGSWAY ,01/01/1967,43.648304,-79.485695,02-22-2017,18595,1640,2017,Wednesday
335, BLOOR ST W , OLD MILL TRL ,01/31/1958,43.6496427,-79.495413,01-12-2017,15806,496,2017,Thursday
336, BLOOR ST W , THE KINGSWAY ,03/08/1961,43.6500629,-79.499278,01-12-2017,13797,213,2017,Thursday
337, BLOOR ST W , PRINCE EDWARD DR N ,01/31/1958,43.6486665,-79.505433,05-18-2010,21167,1187,2010,Tuesday
338, BLOOR ST W , ROYAL YORK RD ,12/12/1958,43.6473438,-79.511352,10-06-2014,23173,3056,2014,Monday
339, BLOOR ST W , ISLINGTON AVE ,01/01/1958,43.6446586,-79.523399,05-03-2014,25266,1833,2014,Saturday
340, BLOOR ST W , JACKSON AVE ,01/31/1958,43.6480289,-79.508356,05-11-2011,13796,722,2011,Wednesday
341, BLOOR ST W , OSSINGTON AVE ,06/15/1928,43.6619709,-79.4256122,01-10-2018,15518,8063,2018,Wednesday
342, DANFORTH AVE , CHESTER AVE ,01/06/1976,43.6775446,-79.351941,05-12-2015,10312,4132,2015,Tuesday
343, DANFORTH AVE , LOGAN AVE ,07/14/1928,43.6779704,-79.349668,05-12-2015,11526,6884,2015,Tuesday
344, DANFORTH AVE , CARLAW AVE ,02/01/1952,43.6784175,-79.347315,03-17-2014,10706,3431,2014,Monday
345, DANFORTH AVE , PAPE AVE ,07/13/1928,43.6789035,-79.344862,04-22-2017,18115,14052,2017,Saturday
346, DANFORTH AVE , JONES AVE ,03/19/1945,43.6798433,-79.340118,05-12-2015,13163,2832,2015,Tuesday
347, DANFORTH AVE , DONLANDS AVE ,08/19/1953,43.6804049,-79.33727,05-07-2015,13674,4429,2015,Thursday
348, DANFORTH AVE , GREENWOOD AVE ,12/07/1928,43.6814824,-79.33234,05-07-2015,15446,3536,2015,Thursday
349, DANFORTH AVE , COXWELL AVE ,11/07/1928,43.6833979,-79.323565,05-07-2015,19534,7267,2015,Thursday
350, DANFORTH AVE , GLEBEMOUNT AVE ,05/16/1957,43.6846558,-79.317708,04-22-2014,11852,1152,2014,Tuesday
351, DANFORTH AVE , WOODBINE AVE ,10/07/1928,43.6856712,-79.312749,01-17-2018,19125,5227,2018,Wednesday
352, DANFORTH AVE , GLEDHILL AVE ,01/27/1953,43.6866856,-79.308555,05-07-2015,12852,1663,2015,Thursday
353, MAIN ST , DANFORTH AVE ,05/07/1928,43.6881587,-79.301805,05-09-2015,15646,7102,2015,Saturday
354, DANFORTH AVE , DAWES RD ,09/12/1948,43.6893408,-79.296806,01-07-2014,13932,1414,2014,Tuesday
355, DANFORTH AVE , VICTORIA PARK AVE ,01/31/1958,43.6912366,-79.288311,05-09-2015,21459,5470,2015,Saturday
356, DANFORTH AVE , PHARMACY AVE ,01/11/1956,43.6923208,-79.283369,03-18-2014,16757,831,2014,Tuesday
357, DANFORTH AVE , DANFORTH RD ,01/03/1965,43.6936851,-79.277105,06-06-2016,13682,113,2016,Monday
358, DANFORTH AVE , WARDEN AVE ,01/01/1957,43.6943678,-79.273638,05-06-2015,16187,488,2015,Wednesday
359, DANFORTH AVE , BIRCHMOUNT RD ,01/31/1958,43.6969868,-79.26399,05-09-2015,10152,230,2015,Saturday
360, CLONMORE DR , HOLLIS AVE ,01/31/1958,43.6928657,-79.273039,11-25-2009,11986,138,2009,Wednesday
361, GERRARD ST E , VICTORIA PARK AVE ,01/04/1953,43.6869115,-79.28656,08-28-2013,18821,1343,2013,Wednesday
362, GERRARD ST E , MALVERN AVE ,04/20/1960,43.6851543,-79.294787,04-24-2012,11353,300,2012,Tuesday
363, GERRARD ST E , MAIN ST ,12/20/1948,43.68397,-79.300173,05-07-2014,16181,1627,2014,Wednesday
364, GERRARD ST E , GLENMOUNT PARK RD ,07/07/1988,43.6826695,-79.306033,08-31-2017,8606,348,2017,Thursday
365, GERRARD ST E , WOODBINE AVE ,03/01/1948,43.6808578,-79.31078,06-27-2017,16958,1499,2017,Tuesday
366, GERRARD ST E , BOWMORE RD ,04/08/1958,43.6780781,-79.315011,01-04-2010,5543,513,2010,Monday
367, COXWELL AVE , FAIRFORD AVE ,06/22/1959,43.6753292,-79.320299,05-09-2016,10215,1892,2016,Monday
368, COXWELL AVE , GERRARD ST E ,02/23/1942,43.6728936,-79.319285,05-09-2016,10418,5069,2016,Monday
369, GERRARD ST E , GREENWOOD AVE ,10/15/1948,43.6709147,-79.327997,01-20-2010,12563,2050,2010,Wednesday
370, GERRARD ST E , JONES AVE ,01/30/1952,43.6692181,-79.335596,01-21-2010,11491,2189,2010,Thursday
371, GERRARD ST E , PAPE AVE ,07/09/1929,43.6681306,-79.340405,01-02-2018,9482,2677,2018,Tuesday
372, GERRARD ST E , CARLAW AVE ,06/10/1948,43.6676233,-79.342753,10-01-2012,14270,3177,2012,Monday
373, GERRARD ST E , LOGAN AVE ,05/05/1952,43.6670975,-79.345175,07-30-2015,9363,2688,2015,Thursday
374, BROADVIEW AVE , GERRARD ST E ,08/15/1928,43.6654793,-79.352604,03-12-2012,10982,5053,2012,Monday
375, DANFORTH RD , KENNEDY RD ,11/02/1964,43.7147913,-79.260862,06-11-2016,9900,91,2016,Saturday
376, DANFORTH RD , MACK AVE ,03/02/1965,43.7001729,-79.27272,06-08-2015,8898,164,2015,Monday
377, DANFORTH RD , MIDLAND AVE ,03/19/1962,43.724859,-79.253982,06-11-2016,12456,839,2016,Saturday
378, DANFORTH RD , BRIMLEY RD ,09/20/1960,43.7351797,-79.247409,06-11-2016,15225,560,2016,Saturday
379, EGLINTON AVE E , DANFORTH RD ,01/01/1960,43.7370963,-79.246256,06-11-2016,22844,1340,2016,Saturday
380, LAWRENCE AVE E , MCCOWAN RD ,02/11/1960,43.7555379,-79.245446,05-02-2015,28053,2239,2015,Saturday
381, DAVENPORT RD , BEDFORD RD ,10/25/1960,43.6744621,-79.399843,07-29-2010,17560,1271,2010,Thursday
382, DAVENPORT RD , DUPONT ST ,08/19/1929,43.6757919,-79.402557,06-11-2016,15220,1769,2016,Saturday
383, DAVENPORT RD , KENDAL AVE ,11/19/1948,43.6768327,-79.410337,04-30-2012,19157,1078,2012,Monday
384, BATHURST ST , DAVENPORT RD ,08/28/1929,43.6766969,-79.415765,04-11-2015,20361,657,2015,Saturday
385, DAVENPORT RD , CHRISTIE ST ,10/16/1929,43.6755775,-79.423041,08-03-2011,12464,866,2011,Wednesday
386, DAVENPORT RD , OSSINGTON AVE ,11/19/1948,43.6746958,-79.430924,03-14-2016,12077,431,2016,Monday
387, DAVENPORT RD , OAKWOOD AVE ,06/06/1960,43.6743951,-79.433746,09-22-2011,15267,974,2011,Thursday
388, DUFFERIN ST , DAVENPORT RD ,09/23/1943,43.6729838,-79.440961,06-11-2016,19252,1293,2016,Saturday
389, DAVENPORT RD , LANSDOWNE AVE ,10/19/1948,43.6715588,-79.448265,08-08-2011,13178,1151,2011,Monday
390, DAVENPORT RD , CALEDONIA PARK RD ,09/22/1960,43.6710835,-79.451069,05-04-2011,13876,159,2011,Wednesday
391, OLD WESTON RD , DAVENPORT RD ,12/06/1959,43.6710913,-79.462297,04-23-2015,8478,144,2015,Thursday
392, ST CLAIR AVE E , DANFORTH RD ,10/24/1961,43.7168627,-79.259873,04-22-2017,20237,420,2017,Saturday
393, WESTON RD , TORYORK DR ,12/20/1978,43.753277,-79.5426913,06-08-2009,14923,695,2009,Monday
394, ROGERS RD , KEELE ST ,01/31/1958,43.6821633,-79.471576,04-16-2016,16248,3586,2016,Saturday
395, WESTON RD , ROGERS RD ,01/31/1958,43.681591,-79.476745,11-15-2012,24380,2705,2012,Thursday
396, AVENUE RD , 401 C W AVENUE RD RAMP ,10/22/1964,43.74320445,-79.42415446,11-08-2011,13653,75,2011,Tuesday
397, LAWRENCE AVE E , SCARBOROUGH GOLF CLUB RD ,06/22/1966,43.761852,-79.215817,07-30-2008,18423,800,2008,Wednesday
398, LAWRENCE AVE E , BURNVIEW CRES ,05/19/1966,43.7566548,-79.240202,03-07-2011,17430,849,2011,Monday
399, LAWRENCE AVE W , BENTON RD ,02/22/1966,43.7103002,-79.471898,08-02-2011,19469,938,2011,Tuesday
400, LESLIE ST , LAWRENCE AVE E ,11/15/1958,43.734534,-79.355951,05-03-2014,28979,352,2014,Saturday
401, LAWRENCE AVE E , THE DONWAY W ,11/15/1958,43.7364907,-79.346527,02-28-2013,21144,1538,2013,Thursday
402, LAWRENCE AVE E , DON MILLS RD ,01/31/1958,43.7371593,-79.343417,02-17-2009,30555,2471,2009,Tuesday
403, LAWRENCE AVE E , THE DONWAY E ,08/28/1961,43.7376884,-79.340967,07-06-2010,22686,1260,2010,Tuesday
404, LAWRENCE AVE E , UNDERHILL DR ,12/11/1963,43.7407851,-79.324654,10-26-2009,28290,775,2009,Monday
405, DANFORTH AVE , BIRCHMOUNT RD ,01/13/1965,43.69906172,-79.25860047,10-26-2009,8736,140,2009,Monday
406, LAWRENCE AVE E , CURLEW DR ,05/07/1962,43.7411824,-79.319245,11-24-2009,27922,1144,2009,Tuesday
407, LAWRENCE AVE E , VICTORIA PARK AVE ,08/04/1960,43.7421116,-79.309773,10-06-2016,39515,4699,2016,Thursday
408, LAWRENCE AVE E , PHARMACY AVE ,11/18/1958,43.74322,-79.304627,02-06-2018,46260,1965,2018,Tuesday
409, LAWRENCE AVE E , WARDEN AVE ,01/31/1958,43.7453776,-79.29475,05-06-2015,36985,2352,2015,Wednesday
410, LAWRENCE AVE E , BIRCHMOUNT RD ,02/03/1969,43.7475,-79.28482,12-10-2016,28213,1125,2016,Saturday
411, LAWRENCE AVE E , CANLISH RD ,07/13/1965,43.74853639,-79.27971885,10-20-2008,18751,861,2008,Monday
412, LAWRENCE AVE E , KENNEDY RD ,01/31/1958,43.74954,-79.27493,09-30-2013,33852,2846,2013,Monday
413, LAWRENCE AVE E , MIDLAND AVE ,12/11/1961,43.75157,-79.26503,01-09-2017,28584,2163,2017,Monday
414, LAWRENCE AVE E , BRIMLEY RD ,06/01/1960,43.75349,-79.255361,01-09-2017,28408,818,2017,Monday
415, LAWRENCE AVE E , BARRYMORE RD ,08/11/1961,43.7543,-79.25153,02-02-2012,16451,565,2012,Thursday
416, LAWRENCE AVE E , BELLAMY RD N ,03/28/1962,43.75773,-79.23525,09-21-2010,27182,1329,2010,Tuesday
417, DANFORTH RD , BIRCHMOUNT RD ,07/16/1969,43.70704,-79.26811,06-10-2016,12128,953,2016,Friday
418, DANFORTH RD , WARDEN AVE ,01/31/1958,43.69726,-79.27481,05-06-2015,15485,385,2015,Wednesday
419, LAWRENCE AVE E , GREENCEDAR CRCT ,08/13/1964,43.75817,-79.23306,03-30-2011,18245,884,2011,Wednesday
420, LAWRENCE AVE E , MARKHAM RD ,10/04/1959,43.75981,-79.22531,04-12-2014,25775,4798,2014,Saturday
421, LAWRENCE AVE W , DUPLEX AVE ,01/04/1946,43.7244,-79.4056,08-08-2011,16248,593,2011,Monday
422, LAWRENCE AVE W , LEDBURY ST ,12/28/1964,43.72086,-79.42246,06-06-2013,16089,493,2013,Thursday
423, BATHURST ST , LAWRENCE AVE W ,06/09/1956,43.71929,-79.42976,04-11-2015,22429,3429,2015,Saturday
424, LAWRENCE AVE W , VARNA DR ,10/30/1978,43.71748,-79.4377,06-10-2013,15584,175,2013,Monday
425, LAWRENCE AVE W , MARLEE AVE ,12/21/1961,43.7156,-79.4465,06-18-2013,26015,2862,2013,Tuesday
426, DUFFERIN ST , LAWRENCE AVE W ,01/31/1958,43.71407,-79.4547,04-09-2016,29053,2378,2016,Saturday
427, LAWRENCE AVE W , CALEDONIA RD ,09/08/1957,43.71148,-79.46658,06-24-2013,26171,930,2013,Monday
428, KEELE ST , LAWRENCE AVE W ,02/13/1957,43.70871,-79.47805,04-18-2016,28931,6505,2016,Monday
429, LAWRENCE AVE W , CULFORD RD ,05/17/1961,43.70639,-79.48767,05-25-2011,21351,1630,2011,Wednesday
430, JANE ST , LAWRENCE AVE W ,01/31/1958,43.70289,-79.50377,03-03-2011,25776,4386,2011,Thursday
431, WESTON RD , LAWRENCE AVE W ,01/31/1958,43.70014,-79.51624,07-04-2016,15780,4089,2016,Monday
432, LAWRENCE AVE W , SCARLETT RD ,01/31/1958,43.69816,-79.52328,12-05-2016,17799,265,2016,Monday
433, DIXON RD , ROYAL YORK RD ,02/16/1960,43.69986,-79.5342,04-16-2016,18293,403,2016,Saturday
434, DIXON RD , ISLINGTON AVE ,01/31/1958,43.69708,-79.54672,04-29-2014,31673,1581,2014,Tuesday
435, DIXON RD , KIPLING AVE ,09/18/1959,43.6943,-79.55865,12-13-2014,21477,1693,2014,Saturday
436, DIXON RD , CELESTINE DR ,06/12/1962,43.69340681,-79.56248134,04-03-2014,14048,241,2014,Thursday
437, DIXON RD , MARTIN GROVE RD ,07/17/1960,43.6916,-79.57084,06-11-2016,18377,352,2016,Saturday
438, EGLINTON AVE W , ROSTREVOR RD ,04/19/1977,43.7003,-79.42881,05-21-2013,13794,1025,2013,Tuesday
439, BROADVIEW AVE , CHESTER HILL RD ,08/28/1950,43.68128,-79.35767,02-05-2013,9311,833,2013,Tuesday
440, BROADVIEW AVE , MORTIMER AVE ,01/31/1958,43.68391,-79.35694,02-28-2017,14845,1027,2017,Tuesday
441, BROADVIEW AVE , COSBURN AVE ,01/31/1958,43.68854,-79.35524,01-30-2013,10153,544,2013,Wednesday
442, O CONNOR DR , PAPE AVE ,01/31/1958,43.69323,-79.35026,04-22-2017,20064,846,2017,Saturday
443, O CONNOR DR , DONLANDS AVE ,01/31/1958,43.69471,-79.34309,08-30-2010,18634,366,2010,Monday
444, O CONNOR DR , DON MILLS RD ,12/12/1958,43.69557,-79.33963,04-20-2016,27109,84,2016,Wednesday
