TCS #, Main , Side_1_Route ,Activation_Date,Latitude,Longitude,Count_Date,Peak_Hr_Vehicle_Volume,Peak_Hr_Pedestrian_Volume,Year,Day
2083, BLOOR ST W , WALMER RD ,04/03/2007,43.66637,-79.40533,01-11-2018,8636,10092,2018,Thursday
2084, DUNDAS ST W , GILMOUR AVE ,03/08/2007,43.66559,-79.47897,05-04-2016,10762,913,2016,Wednesday
2085, JARVIS ST , DUNDAS ST E ,04/17/2007,43.65857,-79.37511,06-17-2010,14566,293,2010,Thursday
2086, DUPONT ST , HOWLAND AVE ,02/28/2007,43.67371,-79.41182,07-21-2014,12326,1545,2014,Monday
2087, QUEEN ST W , ST PATRICK ST ,03/09/2007,43.65043,-79.38858,02-25-2008,7554,3438,2008,Monday
2088, QUEEN ST W , PORTLAND ST ,02/22/2007,43.64774,-79.40141,06-14-2017,6802,9439,2017,Wednesday
2089, LAKE SHORE BLVD W , BUDAPEST LANE ,06/28/2007,43.63704,-79.44753,03-29-2010,14539,236,2010,Monday
2090, SHEPPARD AVE W , BUCKLAND RD ,07/05/2007,43.74104,-79.50378,03-19-2014,12045,129,2014,Wednesday
2091, MIDLAND AVE , MCNICOLL AVE ,05/03/2007,43.81608,-79.29288,12-14-2016,10958,189,2016,Wednesday
2092, SHEPPARD AVE E , HERONS HILL WAY ,02/16/2011,43.77553291,-79.3351078,10-27-2015,21583,1170,2015,Tuesday
2093, BIRCHMOUNT RD , RANSTONE GDNS ,03/08/2007,43.73868,-79.28126,12-14-2016,14800,98,2016,Wednesday
2095, MCNICOLL AVE , INNISLAWN RD ,09/19/2007,43.8074,-79.31654,08-24-2016,13289,102,2016,Wednesday
2096, BREMNER BLVD , NAVY WHARF CRT ,04/05/2007,43.64077,-79.39158,12-16-2009,7773,709,2009,Wednesday
2097, DUPONT ST , EDWIN AVE ,04/11/2007,43.66491,-79.45549,04-22-2015,9816,856,2015,Wednesday
2098, CORPORATE DR , LEE CENTRE DR ,03/30/2007,43.78059,-79.24702,03-21-2016,5577,655,2016,Monday
2099, DANFORTH RD , NESTON AVE ,06/07/2007,43.73338,-79.24867,05-26-2016,10664,253,2016,Thursday
2100, BIRCHMOUNT RD , MODERN RD ,07/12/2007,43.74411,-79.28343,12-14-2016,14201,149,2016,Wednesday
2101, BRIMLEY RD , BERNADINE ST ,07/18/2007,43.76835,-79.26077,12-15-2016,13226,174,2016,Thursday
2102, BIRCHMOUNT RD , VAUXHALL DR ,07/24/2007,43.75898,-79.28949,12-13-2016,16592,379,2016,Tuesday
2103, MIDLAND AVE , NORBURY CRES ,10/25/2007,43.75562,-79.26653,12-14-2016,12002,198,2016,Wednesday
2104, KINGSTON RD , QUEENSBURY AVE ,08/15/2007,43.68547,-79.27438,11-11-2015,11176,248,2015,Wednesday
2105, LESLIE ST , FRANCINE DR ,01/18/2008,43.80412,-79.37138,11-15-2017,12400,135,2017,Wednesday
2106, FINCH AVE W , ENDELL ST ,04/30/2008,43.77479325,-79.43792897,11-29-2016,14399,69,2016,Tuesday
2107, PARKWOODS VILLAGE DR , BROOKBANKS DR ,01/11/2008,43.76121,-79.32402,04-05-2016,10092,497,2016,Tuesday
2108, LAWRENCE AVE W , BROOKHAVEN DR ,10/17/2007,43.70437,-79.49665,06-24-2013,12510,670,2013,Monday
2109, SHEPPARD AVE E , GREENBRIAR RD ,09/12/2007,43.76844,-79.38029,03-19-2014,17587,460,2014,Wednesday
2110, MORNINGSIDE AVE , KINGSTON RD ,11/27/2007,43.76954,-79.18643,03-02-2016,8763,1412,2016,Wednesday
2111, LAWRENCE AVE E , BAYVIEW AVE NB RAMP ,06/22/2009,43.72742866,-79.38183648,09-16-2013,7363,1250,2013,Monday
2112, LESLIE ST , COLDWATER RD ,08/14/2007,43.75486,-79.36041,06-21-2012,25050,1104,2012,Thursday
2115, LAKE SHORE BLVD W , BRITISH COLUMBIA RD ,06/20/1979,43.63132,-79.42941,01-31-2012,12463,143,2012,Tuesday
2116, FINCH AVE E , SCOTTFIELD DR ,09/09/2011,43.81088,-79.2529,11-29-2016,16266,305,2016,Tuesday
2117, FINCH AVE W , CHESSWOOD DR ,03/03/2009,43.76704,-79.47518,05-27-2010,5225,437,2010,Thursday
2118, SPADINA CRES , RUSSELL ST ,11/28/2007,43.65967,-79.39993,04-23-2009,13806,1391,2009,Thursday
2119, SPADINA AVE , WELLINGTON ST W ,12/21/2007,43.644287,-79.394559,05-15-2015,12364,538,2015,Friday
2120, KIPLING AVE , PENLEA AVE ,09/26/2007,43.74102,-79.58096,05-15-2015,11881,363,2015,Friday
2121, KIPLING AVE , HENLEY CRES ,08/02/2007,43.73054,-79.57583,04-17-2013,13562,405,2013,Wednesday
2122, WESTON RD , HABITANT DR ,08/08/2007,43.74602,-79.54112,05-15-2012,8706,1664,2012,Tuesday
2123, DUNDAS ST W , SHERIDAN AVE ,08/09/2007,43.64978,-79.43364,06-04-2015,12271,141,2015,Thursday
2124, ROYAL YORK RD , GOVERNMENT RD ,06/14/2007,43.65757027,-79.51596513,05-12-2016,18524,190,2016,Thursday
2125, DUNDAS ST W , CHESTNUT HILLS CRES ,07/26/2007,43.653,-79.52489,02-08-2018,16142,333,2018,Thursday
2127, PHARMACY AVE , KNIGHTSBRIDGE RD ,08/30/2007,43.71618,-79.29358,04-15-2010,26928,86,2010,Thursday
2128, WILLIAM R ALLEN RD , DE BOERS DR ,11/03/2009,43.7518,-79.46369,11-30-2016,22058,216,2016,Wednesday
2129, DUFFERIN ST , YORK UNIVERSITY BUSWAY ,11/04/2009,43.7719,-79.46766,04-20-2010,10065,112,2010,Tuesday
2130, ALNESS ST , YORK UNIVERSITY BUSWAY ,12/11/1964,43.771226,-79.472157,01-16-2018,2023,931,2018,Tuesday
2131, MURRAY ROSS PKWY , COLUMBIA GT ,08/19/2009,43.766346,-79.494262,05-10-2010,3756,185,2010,Monday
2132, THE POND RD , JAMES GILLIES ST ,08/19/2009,43.77113708,-79.49711678,04-22-2010,3982,350,2010,Thursday
2133, YORK BLVD , YORK UNIVERSITY BUSWAY ,08/26/2009,43.77446656,-79.4970012,03-31-2015,20431,1592,2015,Tuesday
2134, BATHURST ST , CARIBOU RD ,10/04/2007,43.71757485,-79.42961143,04-27-2016,6914,210,2016,Wednesday
2135, DUFFERIN ST , SASKATCHEWAN RD ,05/31/2007,43.63263092,-79.4251274,11-12-2015,6794,142,2015,Thursday
2136, LAKE SHORE BLVD W , SYMONS ST ,10/17/2007,43.60858,-79.49032,11-25-2015,6789,509,2015,Wednesday
2137, LAKE SHORE BLVD W , HILLSIDE AVE ,10/23/2007,43.61116,-79.49,05-15-2015,11809,438,2015,Friday
2138, KIPLING AVE , HINTON RD ,12/05/2007,43.72572,-79.5734,03-30-2010,11810,174,2010,Tuesday
2139, WESTON RD , DAMASK AVE ,09/25/2007,43.74119,-79.53997,05-15-2015,12809,640,2015,Friday
2140, KIPLING AVE , SNARESBROOK DR ,12/06/2007,43.72172,-79.57148,05-25-2016,13289,315,2016,Wednesday
2141, ALBION RD , FINCH AVE W ,12/20/2007,43.74058552,-79.58566904,03-06-2017,14307,451,2017,Monday
2142, WESTON RD , BIRDSTONE CRES ,10/24/2007,43.67407321,-79.46955975,05-17-2010,9851,1186,2010,Monday
2143, FINCH AVE E , YONGE ST ,04/17/2008,43.78007,-79.41425,10-19-2009,5622,517,2009,Monday
2144, CHERRY ST , COMMISSIONERS ST ,07/17/2009,43.64525732,-79.35268224,10-16-2006,15814,12802,2006,Monday
2145, EVANS AVE , BESTOBELL RD ,12/04/2007,43.61257426,-79.54046146,07-31-2013,10961,127,2013,Wednesday
2146, BELFIELD RD , IRON ST ,11/27/2007,43.70059213,-79.58134471,02-13-2013,7643,59,2013,Wednesday
2147, WARDEN AVE , BERTRAND AVE ,09/15/2011,43.735467,-79.290688,03-26-2012,14910,23,2012,Monday
2149, VICTORIA PARK AVE , DENTON AVE ,05/21/2010,43.69431442,-79.28959072,10-01-2013,9633,2089,2013,Tuesday
2150, FINCH AVE W , EDITHVALE DR ,05/07/2008,43.77715302,-79.42725991,11-29-2016,15021,448,2016,Tuesday
2151, DUFFERIN ST , GIBSON ST ,02/17/2009,43.6903379,-79.44828658,04-27-2016,15691,186,2016,Wednesday
2152, ROYAL YORK RD , GLENROY AVE ,01/08/2008,43.64218328,-79.50946953,06-07-2016,10851,368,2016,Tuesday
2153, WESTON RD , SIDNEY BELSEY CRES ,07/03/2008,43.69325,-79.50466,09-14-2009,6812,506,2009,Monday
2154, HUMBERWOOD BLVD , MORNING STAR DR ,06/11/2008,43.726157,-79.622225,10-05-2009,7890,374,2009,Monday
2156, MARKHAM RD , SELECT AVE ,11/12/2008,43.83339665,-79.25122146,03-09-2016,23281,101,2016,Wednesday
2157, INGRAM DR , KINCORT ST ,07/16/2008,43.70080609,-79.46964542,08-06-2009,7108,199,2009,Thursday
2158, BRIDLETOWNE CRCL , BEVERLY GLEN BLVD ,10/07/2008,43.799436,-79.32029807,06-17-2009,5174,485,2009,Wednesday
2159, MCLEVIN AVE , PINERY TRL (WEST) ,10/07/2008,43.80614648,-79.22561057,05-17-2010,6019,327,2010,Monday
2160, MARKHAM RD , STEELES AVE E ,06/18/2009,43.83491,-79.251069,04-02-2014,24156,66,2014,Wednesday
2161, STEELES AVE E , PRIVATE ACCESS ,10/09/2008,43.83582544,-79.254537,03-09-2016,13073,384,2016,Wednesday
2162, STEELES AVE E , SHADLOCK ST ,03/17/2016,43.834302,-79.26115,03-09-2016,13293,122,2016,Wednesday
2163, BAMBURGH CRCL , WINTERMUTE BLVD ,05/20/2010,43.816115,-79.322537,06-01-2015,3793,667,2015,Monday
2164, WILLOWDALE AVE , ABITIBI AVE ,06/16/2009,43.79754289,-79.41398074,10-26-2009,7408,92,2009,Monday
2165, BIRCHMOUNT RD , STALEY TER ,06/17/2009,43.80683579,-79.31057137,12-07-2016,10794,53,2016,Wednesday
2166, BIRCHMOUNT RD , CHELWOOD RD ,02/06/2009,43.72530358,-79.27623444,12-14-2016,8347,385,2016,Wednesday
2167, PORT UNION RD , ADENMORE RD ,08/28/2008,43.7813421,-79.13763114,01-25-2010,6168,293,2010,Monday
2168, BIRCHMOUNT RD , BONNIEWOOD RD ,01/27/2009,43.72767285,-79.27725461,12-14-2016,9729,361,2016,Wednesday
2169, BRIMLEY RD , COMRIE TER ,07/03/2009,43.72439724,-79.24317442,12-14-2016,5715,231,2016,Wednesday
2170, PHARMACY AVE , BOLSTER AVE ,08/26/2008,43.70642,-79.28942,01-11-2010,6099,215,2010,Monday
2171, MORNINGSIDE AVE , LING RD ,07/15/2009,43.76661,-79.18563,03-02-2016,5515,643,2016,Wednesday
2172, SCARBOROUGH GOLF CLUB RD , PAR AVE ,07/09/2009,43.76426141,-79.21664145,09-16-2009,6972,853,2009,Wednesday
2173, MORNINGSIDE AVE , DANZIG ST ,07/15/2009,43.76487,-79.18486,03-02-2016,5011,312,2016,Wednesday
2174, SCARBOROUGH GOLF CLUB RD , BANKWELL AVE ,07/08/2009,43.77320785,-79.22027647,09-15-2009,6015,189,2009,Tuesday
2175, BELLAMY RD N , AMARILLO DR ,12/11/2008,43.74865,-79.23192,06-18-2009,5316,126,2009,Thursday
2176, STEELES AVE E , MARYDALE AVE ,11/12/2008,43.83519075,-79.25727502,03-09-2016,12872,402,2016,Wednesday
2177, YONGE ST , CUMMER AVE ,10/06/2009,43.78439,-79.41666,11-19-2015,25243,3285,2015,Thursday
2178, LAWRENCE AVE E , ELINOR AVE ,08/27/2008,43.74404454,-79.30075694,10-12-2010,20967,367,2010,Tuesday
2179, MORTIMER AVE , WOODMOUNT AVE ,09/18/2008,43.69198,-79.31817,06-22-2015,5772,191,2015,Monday
2180, STRACHAN AVE , EAST LIBERTY ST ,11/25/2013,43.639261,-79.410864,11-16-2017,12200,796,2017,Thursday
2181, KING ST E , RIVER ST ,03/09/2012,43.65688,-79.35626,05-22-2014,4535,828,2014,Thursday
2186, LAKE SHORE BLVD W , DAN LECKIE WAY ,01/29/2009,43.63732,-79.39723,09-16-2009,23987,148,2009,Wednesday
2187, JARVIS ST , GLOUCESTER ST ,09/17/2008,43.66787942,-79.37924523,11-01-2016,12529,2028,2016,Tuesday
2188, PARK LAWN RD , LAKE SHORE BLVD W ,12/23/2014,43.62377436,-79.4831872,04-26-2016,13569,531,2016,Tuesday
2189, ROYAL YORK RD , ALLANHURST DR ,08/19/2008,43.67931,-79.52527,06-04-2015,11434,155,2015,Thursday
2190, MARKHAM RD , MARKANNA DR ,10/23/2008,43.74060293,-79.21805667,04-03-2014,7831,355,2014,Thursday
2191, KINGSTON RD , OVERTURE RD ,10/16/2008,43.75891445,-79.19778672,09-09-2009,22524,416,2009,Wednesday
2192, DORIS AVE , BYNG AVE ,12/10/2009,43.77694,-79.41317,05-02-2013,7014,1718,2013,Thursday
2193, THE DONWAY W , OVERLAND DR ,02/27/2009,43.73295886,-79.34692563,09-22-2009,6333,1231,2009,Tuesday
2194, BAYVIEW AVE , POTTERY RD ,05/29/2008,43.682901,-79.365943,05-31-2010,16607,0,2010,Monday
2195, MARTIN GROVE RD , BETTERIDGE LANE ,04/02/2009,43.73908,-79.59279,02-29-2016,7704,362,2016,Monday
2196, MARTIN GROVE RD , GARFELLA DR ,04/01/2009,43.74661,-79.59647,02-29-2016,7966,180,2016,Monday
2197, MARTIN GROVE RD , LAVINGTON DR ,03/19/2009,43.68824,-79.56934,05-10-2016,10059,74,2016,Tuesday
2198, ST CLAIR AVE W , ALBERTA AVE ,10/29/2009,43.6799689,-79.43384691,04-12-2010,9127,2767,2010,Monday
2199, WILLOWDALE AVE , OTONABEE AVE ,06/16/2009,43.79590296,-79.41330057,10-19-2009,8158,177,2009,Monday
2200, PHARMACY AVE , ALBION AVE ,09/17/2009,43.69564,-79.28478,06-08-2015,4328,659,2015,Monday
2201, SANDHURST CRCL , FINCH AVE E ,01/23/2009,43.80922508,-79.27140043,06-02-2015,2481,1772,2015,Tuesday
2202, LOWER SIMCOE ST , BREMNER BLVD ,12/16/2008,43.64239,-79.38403,11-23-2009,6151,1675,2009,Monday
2203, CARLINGVIEW DR , WORCESTER RD ,07/16/2009,43.69350321,-79.59884939,02-06-2014,6621,32,2014,Thursday
2204, HUMBER COLLEGE BLVD , WESTMORE DR ,07/16/2009,43.73085446,-79.59964493,11-24-2014,7139,532,2014,Monday
2205, KIPLING AVE , REDWATER DR ,11/26/2009,43.71556,-79.56852,12-11-2014,10711,318,2014,Thursday
2206, TRETHEWEY DR , MARTHA EATON WAY ,06/03/2009,43.69660869,-79.49093666,09-22-2009,6354,797,2009,Tuesday
2207, DUNDAS ST W , HIGH PARK AVE ,10/08/2009,43.66542743,-79.47058866,05-04-2016,10253,1633,2016,Wednesday
2208, THE WESTWAY , TRIO AVE ,03/29/2011,43.6941532,-79.5347476,02-07-2012,5783,24,2012,Tuesday
2209, THE WESTWAY , SUN ROW DR ,06/30/2011,43.68921,-79.54083,01-31-2012,6889,164,2012,Tuesday
2210, BLOOR ST W , NEILSON DR ,02/03/2011,43.6344759,-79.5672014,09-23-2014,13433,120,2014,Tuesday
2212, BLOOR ST W , WILMAR RD ,10/06/2010,43.6397744,-79.5444764,04-13-2011,10416,124,2011,Wednesday
2213, MARTIN GROVE RD , DEWITT RD ,06/09/2009,43.66918,-79.56074,05-10-2016,6377,88,2016,Tuesday
2214, MARTIN GROVE RD , MILLBURN DR ,06/09/2009,43.66439,-79.55858,05-10-2016,6733,131,2016,Tuesday
2215, THE WEST MALL , HOLIDAY DR ,03/30/2011,43.6494298,-79.568681,02-02-2012,5947,585,2012,Thursday
2216, PHARMACY AVE , ARNALL AVE ,01/21/2010,43.80715845,-79.33234817,02-06-2018,12144,105,2018,Tuesday
2217, MORNINGSIDE AVE , TAMS RD ,10/27/2009,43.7921,-79.19549,03-02-2016,18097,270,2016,Wednesday
2218, ST CLAIR AVE E , JEANETTE ST ,12/30/2009,43.71958177,-79.24728911,09-25-2014,10565,225,2014,Thursday
2219, LESLIE ST , EGLINTON AVE E ,03/04/2010,43.72089291,-79.34964538,06-09-2010,19745,186,2010,Wednesday
2220, LAIRD DR , COMMERCIAL RD ,01/26/2010,43.70849535,-79.36299399,01-12-2017,12669,435,2017,Thursday
2221, PROGRESS AVE , MIDLAND AVE ,02/10/2011,43.77260454,-79.27452475,12-14-2016,11557,414,2016,Wednesday
2223, ORTON PARK RD , BRIMORTON DR ,10/01/2009,43.771395,-79.20895251,01-28-2010,3300,315,2010,Thursday
2224, BIRCHMOUNT RD , ANACONDA AVE ,04/22/2010,43.718594,-79.273116,12-14-2016,7130,178,2016,Wednesday
2225, DANFORTH RD , NORTH WOODROW BLVD ,03/02/2010,43.71026138,-79.26461935,06-01-2016,10216,325,2016,Wednesday
2226, MCCOWAN RD , HALBERT PL ,04/20/2010,43.727413,-79.233407,11-15-2016,6273,425,2016,Tuesday
2227, PHARMACY AVE , INNISDALE DR ,01/14/2010,43.73481958,-79.30143764,05-06-2010,10380,146,2010,Thursday
2228, SCARBOROUGH GOLF CLUB RD , MARCELLA ST ,04/29/2010,43.7589029,-79.214926,01-20-2011,5375,30,2011,Thursday
2229, PHARMACY AVE , BISCAYNE BLVD ,01/20/2010,43.73137605,-79.3000213,04-28-2010,10670,202,2010,Wednesday
2230, MCNICOLL AVE , BRAMBLEBROOK AVE ,09/14/2010,43.8144071,-79.2867462,01-27-2011,12170,112,2011,Thursday
2231, MCNICOLL AVE , HUTCHCROFT AVE ,09/14/2010,43.8167867,-79.2769176,01-26-2011,9668,87,2011,Wednesday
2232, MEADOWVALE RD , EUCLID AVE ,10/12/2010,43.7959918,-79.1650242,01-25-2011,5960,169,2011,Tuesday
2233, MIDDLEFIELD RD , ORATOR GT ,07/07/2010,43.807974,-79.2562902,01-20-2011,8621,52,2011,Thursday
2234, PHARMACY AVE , CHESTER LE BLVD ,09/30/2010,43.7987514,-79.328282,02-06-2018,6743,58,2018,Tuesday
2235, CUMMER AVE , WILLOW HEIGHTS CRT ,04/01/2010,43.78974276,-79.40496862,05-27-2010,7167,164,2010,Thursday
2236, LAKE SHORE BLVD W , REMEMBRANCE DR ,05/15/2009,43.63108,-79.415553,12-07-2009,21367,121,2009,Monday
2238, WILSON AVE , BEVERLY HILLS DR ,04/21/2010,43.719128,-79.516779,04-07-2016,16172,107,2016,Thursday
2239, EASTERN AVE , TRINITY ST ,01/07/2010,43.65243371,-79.36090659,05-17-2010,9522,487,2010,Monday
2240, WILLIAM R ALLEN RD , SHEPPARD AVE W ,11/06/2009,43.74799,-79.46242,11-30-2016,29541,0,2016,Wednesday
2241, GERRARD ST E , OSBORNE AVE ,04/20/2010,43.684584,-79.297304,09-30-2010,11609,586,2010,Thursday
2242, LUMSDEN AVE , GLEDHILL AVE ,05/04/2010,43.6935394,-79.3115793,11-10-2010,5614,218,2010,Wednesday
2243, SHEPPARD AVE W , BRYANT ST ,01/14/2014,43.754508,-79.443284,03-19-2014,15906,639,2014,Wednesday
2247, BRENYON WAY , JOHN TABOR TRL ,04/13/2010,43.805551,-79.211562,04-21-2011,2748,83,2011,Thursday
2248, LESLIE ST , LAWRENCE AVE E ,05/31/2010,43.72676522,-79.35063243,12-07-2010,17086,61,2010,Tuesday
2250, EVANS AVE , TREEVIEW DR ,07/20/2011,43.61354,-79.53631,01-10-2012,10375,109,2012,Tuesday
2251, WESTON RD , FERN AVE ,06/02/2011,43.70241,-79.52374,02-01-2012,7939,421,2012,Wednesday
2252, LAKE SHORE BLVD W , MARINE PARADE DR ,04/04/2012,43.62932,-79.47792,11-25-2015,7324,577,2015,Wednesday
2253, BATHURST ST , NASSAU ST ,01/25/2011,43.654296,-79.406841,04-02-2015,10334,2241,2015,Thursday
2254, PHARMACY AVE , KELLYVALE RD ,06-03-2014,43.7570011,-79.310442,12-18-2014,10142,368,2014,Thursday
2255, FINCH AVE E , BLACKBIRD GT ,11/19/2010,43.816962,-79.2244377,12-06-2016,7028,161,2016,Tuesday
2256, OSSINGTON AVE , ARGYLE ST ,06/08/2011,43.64696,-79.41983,02-09-2012,5191,2270,2012,Thursday
2257, ISLINGTON AVE , ADVANCE RD ,01/12/2011,43.6359325,-79.5197797,04-21-2011,17753,263,2011,Thursday
2258, WARDEN AVE , LUPIN DR ,11/20/2010,43.7655756,-79.3022333,05-05-2015,26701,93,2015,Tuesday
2259, DANFORTH RD , PILKINGTON DR ,12/21/2010,43.7044726,-79.2696561,06-01-2016,8222,327,2016,Wednesday
2260, BIRCHMOUNT RD , FLORA DR ,11/19/2010,43.7421269,-79.2826526,12-14-2016,14072,172,2016,Wednesday
2262, SHEPPARD AVE W , MAGELLAN DR ,05/10/2011,43.7397,-79.50967,02-09-2012,12808,669,2012,Thursday
2264, DUNDAS ST W , GLADSTONE AVE ,05/27/2011,43.64961,-79.4298,02-08-2012,8408,1895,2012,Wednesday
2265, LAWRENCE AVE E , LESLIE ST ,11/15/2011,43.734837,-79.35434,04-03-2012,14164,26,2012,Tuesday
2266, GRANTBROOK ST , BLAKE AVE ,11/29/2011,43.780548,-79.432753,07-11-2012,4454,69,2012,Wednesday
2267, TALBOT RD , BLAKE AVE ,11/29/2011,43.781915,-79.423911,10-16-2012,4909,89,2012,Tuesday
2274, GERRARD ST E , ST MATTHEWS RD ,09/11/2012,43.66481,-79.35521,04-09-2013,8039,720,2013,Tuesday
2275, BATHURST ST , KENTON DR ,12/16/2011,43.77748,-79.44395,03-23-2015,21210,81,2015,Monday
2276, MIDLAND AVE , MCNICOLL AVE ,11/01/2011,43.81266,-79.2913,04-10-2012,12410,26,2012,Tuesday
2277, KENNEDY RD , MCNICOLL AVE ,11/01/2011,43.81075,-79.301297,03-29-2012,15862,0,2012,Thursday
2279, MARKHAM RD , BRIMORTON DR ,03/13/2012,43.771262,-79.22979,03-03-2014,16976,30,2014,Monday
2280, QUEENS PARK CRES E , GROSVENOR ST ,05/19/2011,43.66168,-79.38989,11-09-2016,10185,3896,2016,Wednesday
2281, WILSON AVE , JAMES FINLAY WAY ,08/27/2014,43.727503,-79.480028,03-08-2016,18967,810,2016,Tuesday
2282, SHEPPARD AVE E , ROUGE RIVER DR ,05/11/2011,43.805,-79.18665,11-30-2011,11236,124,2011,Wednesday
2283, KEELE ST , VICTORY DR ,05/25/2011,43.72858,-79.48247,03-08-2016,20243,1118,2016,Tuesday
2284, JANE ST , TROUTBROOKE DR ,04/21/2011,43.7318656,-79.5112574,02-02-2012,14363,218,2012,Thursday
2285, WILSON AVE , AGATE RD ,03/05/2013,43.725922,-79.485461,09-22-2014,11970,1049,2014,Monday
2288, LAWRENCE AVE W , WESTONA ST ,10/04/2011,43.69731,-79.52743,02-08-2012,5847,181,2012,Wednesday
2289, SHEPPARD AVE W , LAURA RD ,05/17/2011,43.73786,-79.52012,02-07-2012,11842,167,2012,Tuesday
2290, JANE ST , WRIGHT AVE ,09/28/2011,43.70085,-79.50322,02-02-2012,16521,670,2012,Thursday
2294, STEELES AVE W , NORTHWEST GATE ,03/12/2014,43.777718,-79.511093,03-30-2010,23809,66,2010,Tuesday
2296, ELLESMERE RD , PARKINGTON CRES ,09/28/2011,43.77332,-79.24623,04-05-2016,15139,168,2016,Tuesday
2297, MIDLAND AVE , EMBLEM CRT ,09/14/2011,43.77893,-79.27544,02-07-2012,10778,173,2012,Tuesday
2298, MCLEVIN AVE , HUPFIELD TRL ,08/01/2012,43.81036,-79.22003,09-22-2014,4778,362,2014,Monday
2299, BEECROFT RD , CHURCHILL AVE ,07/30/2012,43.773312,-79.416196,05-02-2013,7449,560,2013,Thursday
2300, BEECROFT RD , ELLERSLIE AVE ,07/30/2012,43.771165,-79.416588,05-02-2013,5833,282,2013,Thursday
2301, HUNTINGWOOD DR , COMMANDER BLVD ,05/13/2013,43.798131,-79.269608,11-10-2014,8310,130,2014,Monday
2302, TORO RD , TANGIERS RD ,09/30/2011,43.76045,-79.48731,02-08-2012,4630,52,2012,Wednesday
2303, TANGIERS RD , YORK UNIVERSITY BUSWAY ,09/22/2011,43.766976,-79.489708,02-09-2012,3016,23,2012,Thursday
2305, BEECROFT RD , KEMPFORD BLVD ,07/30/2012,43.77645,-79.41734,05-18-2016,8164,702,2016,Wednesday
2306, YONGE ST , ROXBOROUGH ST W ,03/20/2012,43.67822,-79.39,01-18-2017,13003,2560,2017,Wednesday
2307, MILNER AVE , BURROWS HALL BLVD ,06/14/2012,43.79485,-79.21961,12-09-2013,6089,37,2013,Monday
2308, BRIMLEY RD , HUNTINGWOOD DR ,12-21-2012,43.796931,-79.272693,12-15-2016,14962,148,2016,Thursday
2309, NORTH QUEEN ST , INDEX RD ,11/08/2011,43.61912,-79.55527,02-05-2013,10004,168,2013,Tuesday
2310, DANFORTH RD , BARRYMORE RD ,06/06/2012,43.75042,-79.24442,05-26-2016,13136,233,2016,Thursday
2311, GUNNS RD , ST CLAIR AVE W ,02/07/2014,43.673046,-79.472209,04-22-2015,4240,176,2015,Wednesday
2312, STEELES AVE W , ALBION RD ,08/01/2012,43.74985,-79.63929,05-15-2015,29577,19,2015,Friday
2316, FRONT ST W , PORTLAND ST ,03/20/2012,43.64145,-79.39882,06-15-2015,5875,1283,2015,Monday
2317, DUFFERIN ST , GORDON ST ,09/13/2012,43.646814,-79.430379,04-27-2016,8849,1094,2016,Wednesday
2318, QUEENS PARK CRES E , ST JOSEPH ST ,11/06/2012,43.664817,-79.391122,11-09-2016,10549,5398,2016,Wednesday
2319, BRIMLEY RD , ST ANDREWS RD ,05/30/2012,43.76212,-79.25833,09-06-2012,13987,404,2012,Thursday
2320, HARBORD ST , CLINTON ST ,10/25/2012,43.660267,-79.415841,04-21-2010,8789,1311,2010,Wednesday
2321, OLD KINGSTON RD , MORRISH RD ,08/21/2012,43.78332,-79.17062,09-29-2014,4889,128,2014,Monday
2322, DANFORTH RD , MAGNOLIA AVE ,11/30/2012,43.7227,-79.255664,06-01-2016,10715,304,2016,Wednesday
2323, DORIS AVE , HOLLYWOOD AVE ,12/01/2011,43.7657779,-79.40908179,10-18-2012,8357,1111,2012,Thursday
2324, LAIRD DR , ESANDAR DR ,01/18/2012,43.70529,-79.36148,05-02-2013,13845,323,2013,Thursday
2325, BIRCHMOUNT RD , FOXRIDGE DR ,12/19/2012,43.721814,-79.274485,12-14-2016,9087,149,2016,Wednesday
2327, KING ST W , DOWLING AVE ,11/23/2012,43.636654,-79.438553,08-10-2016,5774,908,2016,Wednesday
2330, SENTINEL RD , COOK RD ,09/17/2012,43.767039,-79.501185,12-05-2013,6160,1504,2013,Thursday
2332, STEELES AVE W , GIHON SPRING DR ,02/25/2013,43.759258,-79.597022,05-15-2015,18164,101,2015,Friday
2333, FINCH AVE W , MILADY RD ,02/05/2013,43.74731,-79.564383,12-09-2013,15773,368,2013,Monday
2334, SOUTH KINGSWAY , MORNINGSIDE AVE ,06/27/2013,43.644092,-79.481907,09-14-2010,10267,283,2010,Tuesday
2335, THE EAST MALL , VALHALLA INN RD ,05/21/2014,43.641464,-79.557686,12-16-2014,10997,258,2014,Tuesday
2337, THE EAST MALL , YARN RD ,06/05/2013,43.632309,-79.553688,09-29-2014,8575,615,2014,Monday
2338, BONIS AVE , KING HENRYS BLVD ,10/11/2013,43.784094,-79.297152,12-18-2014,4677,1734,2014,Thursday
2344, VICTORIA PARK AVE , COMBERMERE DR ,07/11/2013,43.756079,-79.314615,11-24-2016,20133,566,2016,Thursday
2346, ADELAIDE ST E , FREDERICK ST ,08/07/2013,43.651875,-79.369856,02-11-2010,8624,3453,2010,Thursday
2347, LANSDOWNE AVE , SEAFORTH AVE ,07/24/2013,43.642696,-79.437452,12-18-2014,6127,1245,2014,Thursday
